006385cc  00000716 R_ARM_JUMP_SLOT   0048f86c   ezxml_set_attr
0063ae74  000f7516 R_ARM_JUMP_SLOT   002e54e0   seedkey_racf_dfcv_qj_b
0063ae78  000f7616 R_ARM_JUMP_SLOT   00000000   __fxstat
0063ae7c  000f7816 R_ARM_JUMP_SLOT   00230f64   KWP_Read_relatedinfor
0063ae80  000f7916 R_ARM_JUMP_SLOT   004fa038   ASN1_put_object
0063ae84  000f7b16 R_ARM_JUMP_SLOT   0039f4ec   DoEcuIdentVariant
0063ae88  000f7c16 R_ARM_JUMP_SLOT   004dbbf4   BUF_strlcpy
0063ae8c  000f7e16 R_ARM_JUMP_SLOT   00250588   Melco_CANk_Exist_Ecu
0063ae90  000f7f16 R_ARM_JUMP_SLOT   000b56bc   SeedToKey_E_control_Yu
0063ae94  000f8016 R_ARM_JUMP_SLOT   0045c1ac   luaL_optinteger
0063ae98  000f8116 R_ARM_JUMP_SLOT   00192a74   Gm_Key
0063ae9c  000f8716 R_ARM_JUMP_SLOT   002d7c2c   sub_301B5574
0063aea0  000f8916 R_ARM_JUMP_SLOT   0022e574   SAIC_EDCSendRevP7F78FB
0063aea4  000f8a16 R_ARM_JUMP_SLOT   000b21b4   df_cbcu_vecuii
0063aea8  000f8c16 R_ARM_JUMP_SLOT   004d3e8c   BN_BLINDING_convert_ex
0063aeac  000f8e16 R_ARM_JUMP_SLOT   003a13e8   LuaApp_ReadECUInfo
0063aeb0  000f9416 R_ARM_JUMP_SLOT   004533fc   WFD_RefreshActuatorAV4
0063aeb4  000f9616 R_ARM_JUMP_SLOT   000baa28   GetKey_Benz_2Seed2Key_
0063aeb8  000f9716 R_ARM_JUMP_SLOT   0049abec   DataPackCS
0063aebc  000f9816 R_ARM_JUMP_SLOT   00360a5c   J1708_Shenvolvo_RecMsg
0063aec0  000f9916 R_ARM_JUMP_SLOT   002d1300   sub_10012200
0063aec4  000f9b16 R_ARM_JUMP_SLOT   000ba95c   sub_2016_03_26_11_41
0063aec8  000f9c16 R_ARM_JUMP_SLOT   0043aef4   GetEditValue
0063aecc  000f9d16 R_ARM_JUMP_SLOT   0038f44c   FindAVByName
0063aed0  000f9f16 R_ARM_JUMP_SLOT   003befc8   InstanceParseSet
0063aed4  000fa516 R_ARM_JUMP_SLOT   0011a708   MSet_Free_CMDEditInfo
0063aed8  000fa616 R_ARM_JUMP_SLOT   0044fb94   WFD_RefreshAv8Dialog
0063aedc  000fa716 R_ARM_JUMP_SLOT   00267fc4   Nissan_CheckPcList_Act
0063aee0  000fa916 R_ARM_JUMP_SLOT   004e0184   RAND_poll
0063aee4  000faa16 R_ARM_JUMP_SLOT   003ad9a4   SD_Msg_Parse_1001
0063aee8  000fab16 R_ARM_JUMP_SLOT   0029d830   seedkey_jl_abs
0063aeec  000fad16 R_ARM_JUMP_SLOT   003af7c8   AddBitIntoByte
0063aef0  000fae16 R_ARM_JUMP_SLOT   002c5d70   __PAIR__int64
0063aef4  000faf16 R_ARM_JUMP_SLOT   003aadec   FreeParseDTCFunList
0063aef8  000fb016 R_ARM_JUMP_SLOT   00134e30   TrimString
0063aefc  000fb116 R_ARM_JUMP_SLOT   00301968   Toyota_Spy_Stream
0063af00  000fb216 R_ARM_JUMP_SLOT   004d169c   BN_usub
0063af04  000fb316 R_ARM_JUMP_SLOT   004d3fac   BN_BLINDING_new
0063af08  000fb416 R_ARM_JUMP_SLOT   002e7bfc   seedkey_ftqs_xxjqs
0063af0c  000fb516 R_ARM_JUMP_SLOT   002e7444   sub_7E98F48A
0063af10  000fb716 R_ARM_JUMP_SLOT   004590dc   lua_pushthread
0063af14  000fb816 R_ARM_JUMP_SLOT   003ed5dc   ResetDialog
0063af18  000fb916 R_ARM_JUMP_SLOT   003a6474   CXF_add
0063af1c  000fba16 R_ARM_JUMP_SLOT   00000000   atoi
0063af20  000fbb16 R_ARM_JUMP_SLOT   002b9724   seedkey_scaina_0x259
0063af24  000fbd16 R_ARM_JUMP_SLOT   00293974   memset2
0063af28  000fbe16 R_ARM_JUMP_SLOT   003e0714   CHJ_Flow2_Flash_Step_C
0063af2c  000fbf16 R_ARM_JUMP_SLOT   000b4860   seed2key_KQXG_security
0063af30  000fc116 R_ARM_JUMP_SLOT   003cc690   InstanceBargraph4Dialo
0063af34  000fc216 R_ARM_JUMP_SLOT   0044a614   DoTimeoutRegionExit
0063af38  000fc316 R_ARM_JUMP_SLOT   0044e628   WFD_ShowStatusDialog
0063af3c  000fc516 R_ARM_JUMP_SLOT   0026f800   xml_GetNissanTestProto
0063af40  000fc616 R_ARM_JUMP_SLOT   004f64bc   ASN1_template_free
0063af44  000fc816 R_ARM_JUMP_SLOT   00133e00   MatchingString
0063af48  000fc916 R_ARM_JUMP_SLOT   00180088   xml_GetProtocol1_EX
0063af4c  000fca16 R_ARM_JUMP_SLOT   0018cfb4   Gm_Parse_Ver
0063af50  000fcb16 R_ARM_JUMP_SLOT   0026f850   xml_GetSpyNissan
0063af54  000fcc16 R_ARM_JUMP_SLOT   000a31fc   Audi_Stop_COMM
0063af58  000fce16 R_ARM_JUMP_SLOT   001bcb18   GetCountor2
0063af5c  000fcf16 R_ARM_JUMP_SLOT   004967e4   Menu_read
0063af60  000fd016 R_ARM_JUMP_SLOT   000bb6b0   sub_76AAE0
0063af64  000fd116 R_ARM_JUMP_SLOT   00296dd0   compress
0063af68  000fd216 R_ARM_JUMP_SLOT   00200120   DSI_SeedKey
0063af6c  000fd316 R_ARM_JUMP_SLOT   00104b30   B2k_Parse_Dtc
0063af70  000fd516 R_ARM_JUMP_SLOT   000851d0   KXmlOpen
0063af74  000fd616 R_ARM_JUMP_SLOT   000b17a8   SecurityAccess_ecm_SMT
0063af78  000fd716 R_ARM_JUMP_SLOT   002c5954   sub_300614D4
0063af7c  000fd816 R_ARM_JUMP_SLOT   000b0e34   __ROL4__
0063af80  000fda16 R_ARM_JUMP_SLOT   0043a534   GetExpressionValueSub
0063af84  000fdb16 R_ARM_JUMP_SLOT   00085764   KXmlBack
0063af88  000fdc16 R_ARM_JUMP_SLOT   001df0d0   Kwp2k_Access
0063af8c  000fde16 R_ARM_JUMP_SLOT   0013a328   JudgeSystemProtocolTyp
0063af90  000fdf16 R_ARM_JUMP_SLOT   00000000   _setjmp
0063af94  000fe216 R_ARM_JUMP_SLOT   00496750   MData_Decode
0063af98  000fe316 R_ARM_JUMP_SLOT   00281e08   GetCANIDandBaudrate
0063af9c  000fe416 R_ARM_JUMP_SLOT   003b8344   FreeNoLuaResource
0063afa0  000fe716 R_ARM_JUMP_SLOT   00382960   DoMultHex_BinAsc
0063afa4  000fe816 R_ARM_JUMP_SLOT   002504b4   Melco_Exist_Ecu
0063afa8  000fe916 R_ARM_JUMP_SLOT   00441a64   HM_SendandRecev
0063afac  000fea16 R_ARM_JUMP_SLOT   003c4a10   DoClearDTCInfor
0063afb0  000feb16 R_ARM_JUMP_SLOT   0038eba4   GetSubMsgMapping
0063afb4  000fec16 R_ARM_JUMP_SLOT   00293908   memcpy2
0063afb8  000fee16 R_ARM_JUMP_SLOT   00135758   StringUpper
0063afbc  000fef16 R_ARM_JUMP_SLOT   00117b98   Get_Cmdeditinfo_Sub
0063afc0  000ff016 R_ARM_JUMP_SLOT   0039ae64   VCI_Send_Package
0063afc4  000ff116 R_ARM_JUMP_SLOT   000bc014   CRC16
0063afc8  000ff216 R_ARM_JUMP_SLOT   004a427c   IO_CAN_MASK_PATTERN
0063afcc  000ff416 R_ARM_JUMP_SLOT   00172354   DIAP_SendSingleMsg
0063afd0  000ff516 R_ARM_JUMP_SLOT   0013a244   KLineSystemDtcScan
0063afd4  000ff616 R_ARM_JUMP_SLOT   003b6a94   GetSysrefByXml
0063afd8  000ff716 R_ARM_JUMP_SLOT   0013cba0   SetExitCMM_Ex
0063afdc  000ff816 R_ARM_JUMP_SLOT   000be3f0   IVEDC17CV54_seed2key
0063afe0  000ff916 R_ARM_JUMP_SLOT   001786d4   DiagGetMsg
0063afe4  000ffa16 R_ARM_JUMP_SLOT   0044a6d8   DoTimeoutRegion
0063afe8  000ffb16 R_ARM_JUMP_SLOT   00459968   lua_rawset
0063afec  000ffc16 R_ARM_JUMP_SLOT   002e9840   seedkey_dk_yc_othersys
0063aff0  000ffd16 R_ARM_JUMP_SLOT   0049ab04   use_strcpy
0063aff4  000ffe16 R_ARM_JUMP_SLOT   004f2634   BN_mod_mul_reciprocal
0063aff8  000fff16 R_ARM_JUMP_SLOT   001b8cc0   IfDisirePGNs
0063affc  00100116 R_ARM_JUMP_SLOT   00448124   CreateNodeServiceCallB
0063b000  00100216 R_ARM_JUMP_SLOT   0045c62c   luaL_buffinitsize
0063b004  00100316 R_ARM_JUMP_SLOT   0039df9c   GetMatchstringValue
0063b008  00100416 R_ARM_JUMP_SLOT   00179520   str2double
0063b00c  00100616 R_ARM_JUMP_SLOT   000b821c   GetKey_2018_01_30_17_1
0063b010  00100816 R_ARM_JUMP_SLOT   000ba3b4   SecretAccess1
0063b014  00100a16 R_ARM_JUMP_SLOT   004cd858   ENGINE_register_RSA
0063b018  00100b16 R_ARM_JUMP_SLOT   000bd130   mgeng_seed2key
0063b01c  00100d16 R_ARM_JUMP_SLOT   004f6548   ASN1_item_free
0063b020  00100e16 R_ARM_JUMP_SLOT   00447814   ShowSelectionDialogByN
0063b024  00100f16 R_ARM_JUMP_SLOT   00437180   InstanceExpressValue
0063b028  00101116 R_ARM_JUMP_SLOT   003cb278   Show_Av8DialogByNode
0063b02c  00101316 R_ARM_JUMP_SLOT   00000000   gmtime
0063b030  00101416 R_ARM_JUMP_SLOT   003dc600   Read_XMLFile
0063b034  00101516 R_ARM_JUMP_SLOT   00000000   strspn
0063b038  00101616 R_ARM_JUMP_SLOT   003b0c84   AsctoHex
0063b03c  00101a16 R_ARM_JUMP_SLOT   003adaec   ParseTxtnoItems_1003
0063b040  00101b16 R_ARM_JUMP_SLOT   0020ea00   Kwp_SendMsg
0063b044  00101c16 R_ARM_JUMP_SLOT   004387f8   GetExpressionValueSub_
0063b048  00101d16 R_ARM_JUMP_SLOT   001a52c4   honda_act_cmd_parse
0063b04c  00101e16 R_ARM_JUMP_SLOT   004cc1e0   bn_cmp_part_words
0063b050  00102016 R_ARM_JUMP_SLOT   0011a3fc   MSet_UpdateXmlFromGpms
0063b054  00102116 R_ARM_JUMP_SLOT   0045d184   luaL_len
0063b058  00102216 R_ARM_JUMP_SLOT   003abd2c   SD_Msg_Parse_62
0063b05c  00102316 R_ARM_JUMP_SLOT   0038db98   InitgAvComPool
0063b060  00102616 R_ARM_JUMP_SLOT   0013390c   ReverseBuffer
0063b064  00102716 R_ARM_JUMP_SLOT   002dcc0c   sha1_update
0063b068  00102916 R_ARM_JUMP_SLOT   00000000   pthread_mutex_init
0063b06c  00102a16 R_ARM_JUMP_SLOT   001c094c   YOUNG_GetCarPin
0063b070  00102c16 R_ARM_JUMP_SLOT   00436d34   PopEscapeRegionStackLe
0063b074  00102f16 R_ARM_JUMP_SLOT   00454864   CreateCoding8DialogNod
0063b078  00103116 R_ARM_JUMP_SLOT   004905b0   fileddr_cmp
0063b07c  00103216 R_ARM_JUMP_SLOT   001fde6c   LEI_WO_AdjustData_Pack
0063b080  00103316 R_ARM_JUMP_SLOT   000b4b94   DVD_G_SecurityAccess
0063b084  00103516 R_ARM_JUMP_SLOT   003e20b4   CHJRecordFlashLog
0063b088  00103616 R_ARM_JUMP_SLOT   001b7348   J1939_AppRecvCheck
0063b08c  00103716 R_ARM_JUMP_SLOT   0026c50c   xml_GetCondition
0063b090  00103816 R_ARM_JUMP_SLOT   0013c62c   Diag_InitIo
0063b094  00103a16 R_ARM_JUMP_SLOT   00000000   strlen
0063b098  00103c16 R_ARM_JUMP_SLOT   0044e3b4   WFD_ClearMsgQueue
0063b09c  00103d16 R_ARM_JUMP_SLOT   003a75cc   GetAvnameTextno
0063b0a0  00103f16 R_ARM_JUMP_SLOT   0045bcb0   luaL_checkoption
0063b0a4  00104016 R_ARM_JUMP_SLOT   00081830   SetDiagLang
0063b0a8  00104316 R_ARM_JUMP_SLOT   004f594c   i2d_X509_SIG
0063b0ac  00104416 R_ARM_JUMP_SLOT   004db65c   engine_table_register
0063b0b0  00104616 R_ARM_JUMP_SLOT   004b4624   GetLangName
0063b0b4  00104816 R_ARM_JUMP_SLOT   00000000   open
0063b0b8  00104916 R_ARM_JUMP_SLOT   003eb188   InstanceCircleLowerLim
0063b0bc  00104a16 R_ARM_JUMP_SLOT   004cc298   BN_init
0063b0c0  00104b16 R_ARM_JUMP_SLOT   00000000   toupper
0063b0c4  00104c16 R_ARM_JUMP_SLOT   0038cd9c   DoBDXWFD
0063b0c8  00104d16 R_ARM_JUMP_SLOT   0045be54   luaL_checktype
0063b0cc  00104e16 R_ARM_JUMP_SLOT   00084f58   FreeLibrary
0063b0d0  00104f16 R_ARM_JUMP_SLOT   004cbe2c   BN_ucmp
0063b0d4  00105216 R_ARM_JUMP_SLOT   003e9aa8   InstanceHexeditMaxchar
0063b0d8  00105316 R_ARM_JUMP_SLOT   000b3624   tt_seed2key
0063b0dc  00105716 R_ARM_JUMP_SLOT   004df100   lh_insert
0063b0e0  00105816 R_ARM_JUMP_SLOT   002e9348   calc_val
0063b0e4  00105916 R_ARM_JUMP_SLOT   0013cac4   sim_YN
0063b0e8  00105a16 R_ARM_JUMP_SLOT   004cdce8   ERR_set_error_data
0063b0ec  00105b16 R_ARM_JUMP_SLOT   000b3ee4   tt_seed2key_v4
0063b0f0  00105d16 R_ARM_JUMP_SLOT   002840cc   OBDII_Spy_Stream
0063b0f4  00106116 R_ARM_JUMP_SLOT   004d429c   BN_BLINDING_update
0063b0f8  00106316 R_ARM_JUMP_SLOT   002e74c0   sub_7E98F49C
0063b0fc  00106516 R_ARM_JUMP_SLOT   001c238c   J1939_Identify_Data_St
0063b100  00106716 R_ARM_JUMP_SLOT   00188ab8   xml_GetFreezeMap
0063b104  00106816 R_ARM_JUMP_SLOT   003b6e84   SetGlobalSysListRoot
0063b108  00106916 R_ARM_JUMP_SLOT   00000000   clock
0063b10c  00106c16 R_ARM_JUMP_SLOT   002bc440   seedkey_wise18
0063b110  00106e16 R_ARM_JUMP_SLOT   0025b340   NegReceive_Package
0063b114  00106f16 R_ARM_JUMP_SLOT   0038a44c   SetKTFlag
0063b118  00107016 R_ARM_JUMP_SLOT   0045b9fc   luaL_execresult
0063b11c  00107316 R_ARM_JUMP_SLOT   003aeff0   FreeParseSVSelList
0063b120  00107416 R_ARM_JUMP_SLOT   001792e0   Ascii2Hex
0063b124  00107516 R_ARM_JUMP_SLOT   0018be24   Gm_RecvMsg
0063b128  00107616 R_ARM_JUMP_SLOT   003bdee8   DoClearDTC
0063b12c  00107716 R_ARM_JUMP_SLOT   00084a58   PathNameCorrect
0063b130  00107916 R_ARM_JUMP_SLOT   00102708   B2k_Status_kxmlGet
0063b134  00107a16 R_ARM_JUMP_SLOT   004cca60   RSA_setup_blinding
0063b138  00107b16 R_ARM_JUMP_SLOT   0036ee08   Fuso_Set_Injector
0063b13c  00107c16 R_ARM_JUMP_SLOT   002e8f70   getSeed
0063b140  00107e16 R_ARM_JUMP_SLOT   00449648   WFD_Dealwith_Node_Star
0063b144  00107f16 R_ARM_JUMP_SLOT   00231abc   KWP_DTCSta_Parse
0063b148  00108116 R_ARM_JUMP_SLOT   002d0808   seedkey_008c_cumminus_
0063b14c  00108616 R_ARM_JUMP_SLOT   00373354   expresset
0063b150  00108716 R_ARM_JUMP_SLOT   004f382c   BIO_test_flags
0063b154  00108916 R_ARM_JUMP_SLOT   00000000   strchr
0063b158  00108a16 R_ARM_JUMP_SLOT   004a21a8   GetTransConfigData
0063b15c  00108b16 R_ARM_JUMP_SLOT   001afeac   GetFilterCode
0063b160  00108e16 R_ARM_JUMP_SLOT   002bcb20   seedkey_09c_sc_0x0f
0063b164  00109016 R_ARM_JUMP_SLOT   002cf758   seedkey_cthnc_vcu
0063b168  00109116 R_ARM_JUMP_SLOT   004ded2c   lh_delete
0063b16c  00109216 R_ARM_JUMP_SLOT   004d0240   CRYPTO_malloc
0063b170  00109316 R_ARM_JUMP_SLOT   003e70a0   InstanceAVUnit
0063b174  00109416 R_ARM_JUMP_SLOT   0038da10   FindAvNodeByNameInAVRo
0063b178  00109516 R_ARM_JUMP_SLOT   004f9150   asn1_get_choice_select
0063b17c  00109616 R_ARM_JUMP_SLOT   004d031c   CRYPTO_realloc
0063b180  00109716 R_ARM_JUMP_SLOT   002d637c   sub_1004E3C0
0063b184  00109816 R_ARM_JUMP_SLOT   004cc93c   BN_clear_free
0063b188  00109b16 R_ARM_JUMP_SLOT   002fc1fc   PRIDE_Read_Frame
0063b18c  00109c16 R_ARM_JUMP_SLOT   0014c3f8   getTestVolt
0063b190  00109d16 R_ARM_JUMP_SLOT   003eda98   WFD_Dealwith_Node_Dial
0063b194  00109e16 R_ARM_JUMP_SLOT   003b3aec   SetParameter
0063b198  00109f16 R_ARM_JUMP_SLOT   00000000   __aeabi_f2d
0063b19c  0010a016 R_ARM_JUMP_SLOT   00000000   fputs
0063b1a0  0010a216 R_ARM_JUMP_SLOT   002cebd0   des_cmd
0063b1a4  0010a416 R_ARM_JUMP_SLOT   003bd6b0   GetServiceViewListID
0063b1a8  0010a516 R_ARM_JUMP_SLOT   002cee2c   decode_flash_file
0063b1ac  0010a616 R_ARM_JUMP_SLOT   00291ee4   MD5Transform
0063b1b0  0010a716 R_ARM_JUMP_SLOT   003afcdc   AddEleIntoRequestBuffe
0063b1b4  0010a816 R_ARM_JUMP_SLOT   002e3638   getHex
0063b1b8  0010ab16 R_ARM_JUMP_SLOT   0021d2a8   KWP_Read_relatedData
0063b1bc  0010ac16 R_ARM_JUMP_SLOT   003abbe4   SD_Msg_Parse_70
0063b1c0  0010ad16 R_ARM_JUMP_SLOT   0039ae88   VCI_Receive_Package
0063b1c4  0010af16 R_ARM_JUMP_SLOT   000bb460   sub_2016_05_09_15_05
0063b1c8  0010b216 R_ARM_JUMP_SLOT   00449060   PushSubworkflowStack
0063b1cc  0010b416 R_ARM_JUMP_SLOT   004517d8   WFD_ShowSelectionDialo
0063b1d0  0010b616 R_ARM_JUMP_SLOT   0046465c   lua_getlocal
0063b1d4  0010b816 R_ARM_JUMP_SLOT   003af534   FindServiceByName
0063b1d8  0010b916 R_ARM_JUMP_SLOT   0036f250   ISUZU_Set_Vin
0063b1dc  0010bb16 R_ARM_JUMP_SLOT   004e0c08   OBJ_bsearch_ex
0063b1e0  0010bd16 R_ARM_JUMP_SLOT   0021f3f8   Ecu_Flash_Result
0063b1e4  0010be16 R_ARM_JUMP_SLOT   000b040c   sub_10001190
0063b1e8  0010bf16 R_ARM_JUMP_SLOT   0026c880   xml_GetNissanProtocol1
0063b1ec  0010c016 R_ARM_JUMP_SLOT   000bc408   Asc2Hex
0063b1f0  0010c216 R_ARM_JUMP_SLOT   0035a2b8   Get_first_inputGet
0063b1f4  0010c316 R_ARM_JUMP_SLOT   00389cac   SetCurpath
0063b1f8  0010c416 R_ARM_JUMP_SLOT   003de1a0   InputFlashAddress
0063b1fc  0010c816 R_ARM_JUMP_SLOT   00000000   closedir
0063b200  0010c916 R_ARM_JUMP_SLOT   0043612c   HNMZDReadflashFile
0063b204  0010ca16 R_ARM_JUMP_SLOT   00000000   acos
0063b208  0010cb16 R_ARM_JUMP_SLOT   004f9838   ASN1_TYPE_new
0063b20c  0010cc16 R_ARM_JUMP_SLOT   004f52c8   a2d_ASN1_OBJECT
0063b210  0010cd16 R_ARM_JUMP_SLOT   0025ace8   Spark_Data
0063b214  0010cf16 R_ARM_JUMP_SLOT   004ccda0   RSA_size
0063b218  0010d216 R_ARM_JUMP_SLOT   0048a1ec   ezxml_get
0063b21c  0010d316 R_ARM_JUMP_SLOT   00359270   StEmpty
0063b220  0010d416 R_ARM_JUMP_SLOT   002cfc84   GetPinCode
0063b224  0010d516 R_ARM_JUMP_SLOT   00458598   lua_toboolean
0063b228  0010d616 R_ARM_JUMP_SLOT   003a0b50   LuaApp_SystemEnter
0063b22c  0010d716 R_ARM_JUMP_SLOT   002eb140   __bswap32
0063b230  0010d816 R_ARM_JUMP_SLOT   004da2a0   engine_cleanup_add_fir
0063b234  0010d916 R_ARM_JUMP_SLOT   00457da0   lua_typename
0063b238  0010da16 R_ARM_JUMP_SLOT   002d5c30   seedkey_racf_dinex_a2c
0063b23c  0010db16 R_ARM_JUMP_SLOT   00374430   UnDataflow_GetResult
0063b240  0010dd16 R_ARM_JUMP_SLOT   0039c730   LoadConstants
0063b244  0010de16 R_ARM_JUMP_SLOT   00392268   GetAvParam
0063b248  0010e016 R_ARM_JUMP_SLOT   002d1558   seedkey_008c_vo_0a
0063b24c  0010e116 R_ARM_JUMP_SLOT   0037a27c   Float_to_Hex
0063b250  0010e416 R_ARM_JUMP_SLOT   00114c70   getSBoxValue
0063b254  0010e516 R_ARM_JUMP_SLOT   003cd620   InstanceBargraphDialog
0063b258  0010e716 R_ARM_JUMP_SLOT   0014a0c8   Cummins_RecvMsgs_ForDi
0063b25c  0010e916 R_ARM_JUMP_SLOT   004aa6a8   CheckKt600pc3winBuf
0063b260  0010ea16 R_ARM_JUMP_SLOT   004f7330   asn1_ex_c2i
0063b264  0010eb16 R_ARM_JUMP_SLOT   003eb8a8   InstanceBargraphUpperL
0063b268  0010ec16 R_ARM_JUMP_SLOT   001d27dc   HM_RcvMsgS
0063b26c  0010ef16 R_ARM_JUMP_SLOT   0044b574   WFD_FindNodeByID
0063b270  0010f016 R_ARM_JUMP_SLOT   0039c51c   UpdateComModeByNode
0063b274  0010f316 R_ARM_JUMP_SLOT   0012b1b4   BMW_Test_Action_37thLe
0063b278  0010f416 R_ARM_JUMP_SLOT   002b9554   seedkey_faw_0x269
0063b27c  0010f516 R_ARM_JUMP_SLOT   002e26e4   seedkey_foton_fast_rcu
0063b280  0010f616 R_ARM_JUMP_SLOT   002451c8   Delphi_communication2
0063b284  0010f716 R_ARM_JUMP_SLOT   0019d874   HonDaN_Read_Data_Old
0063b288  0010f816 R_ARM_JUMP_SLOT   0038d6e8   GetStringToBuffBetween
0063b28c  0010fa16 R_ARM_JUMP_SLOT   001393ec   DataCheckSum
0063b290  0010fb16 R_ARM_JUMP_SLOT   004902d8   FirstPc3winRead
0063b294  0010fc16 R_ARM_JUMP_SLOT   0048acb0   ezxml_char_content
0063b298  0010fd16 R_ARM_JUMP_SLOT   0016095c   DTC_return
0063b29c  0010fe16 R_ARM_JUMP_SLOT   00000000   PH_UpdateComParam
0063b2a0  00110016 R_ARM_JUMP_SLOT   003bc8bc   DealWithSystemAndGetSV
0063b2a4  00110116 R_ARM_JUMP_SLOT   00323508   StrToDecAddOne
0063b2a8  00110216 R_ARM_JUMP_SLOT   003e71d0   RefreshAV
0063b2ac  00110416 R_ARM_JUMP_SLOT   00211950   Kwp_RcvMsg
0063b2b0  00110516 R_ARM_JUMP_SLOT   0038aa9c   StartTesterPresentThre
0063b2b4  00110716 R_ARM_JUMP_SLOT   000a4eb8   AudiUDSDefaultID
0063b2b8  00110a16 R_ARM_JUMP_SLOT   003e78d0   RefreshListboxItem
0063b2bc  00110c16 R_ARM_JUMP_SLOT   00122338   Benz_Init_Ecu
0063b2c0  00110d16 R_ARM_JUMP_SLOT   00000000   pthread_join
0063b2c4  00110f16 R_ARM_JUMP_SLOT   004b5350   CAPP_SetLangID
0063b2c8  00111016 R_ARM_JUMP_SLOT   0043f7e8   GetHexSpecArea
0063b2cc  00111116 R_ARM_JUMP_SLOT   00000000   __aeabi_idivmod
0063b2d0  00111216 R_ARM_JUMP_SLOT   000bb0e0   GetKey_Benz_2Seed2Key_
0063b2d4  00111316 R_ARM_JUMP_SLOT   004cdaa8   RAND_pseudo_bytes
0063b2d8  00111416 R_ARM_JUMP_SLOT   002953b0   ZQ_Key
0063b2dc  00111516 R_ARM_JUMP_SLOT   0013ad88   Receive_Package
0063b2e0  00111616 R_ARM_JUMP_SLOT   004db9ec   engine_table_unregiste
0063b2e4  00111916 R_ARM_JUMP_SLOT   00000000   __aeabi_ldivmod
0063b2e8  00111a16 R_ARM_JUMP_SLOT   000b71f0   GetKey_2018_01_23_17_3
0063b2ec  00111b16 R_ARM_JUMP_SLOT   004d550c   bn_add_words
0063b2f0  00111c16 R_ARM_JUMP_SLOT   003e76a4   AddItemInfoListbox
0063b2f4  00111d16 R_ARM_JUMP_SLOT   004cc6e4   BN_new
0063b2f8  00111e16 R_ARM_JUMP_SLOT   001a860c   Get_DateBaseProtocolCm
0063b2fc  00111f16 R_ARM_JUMP_SLOT   00115134   AddRoundKey
0063b300  00112216 R_ARM_JUMP_SLOT   002c5ea4   sub_95134_sha1
0063b304  00112316 R_ARM_JUMP_SLOT   002cfecc   seedkey_racf_yuchai
0063b308  00112416 R_ARM_JUMP_SLOT   0039afcc   VCI_SetCommMode
0063b30c  00112616 R_ARM_JUMP_SLOT   004a4838   IOConvertISO15765
0063b310  00112716 R_ARM_JUMP_SLOT   003b6c8c   GetSysPath
0063b314  00112916 R_ARM_JUMP_SLOT   004961d0   Menu_FilePath
0063b318  00112a16 R_ARM_JUMP_SLOT   004f68c4   ASN1_item_ex_i2d
0063b31c  00112b16 R_ARM_JUMP_SLOT   00000000   tcsetattr
0063b320  00112c16 R_ARM_JUMP_SLOT   00285c00   CANID_Spy
0063b324  00112e16 R_ARM_JUMP_SLOT   000b3cf4   tt_seed2key_v3
0063b328  00112f16 R_ARM_JUMP_SLOT   004464b8   RefreshPieChart3Dialog
0063b32c  00113016 R_ARM_JUMP_SLOT   003a5ee8   LuaApp_SetDemoToRece
0063b330  00113116 R_ARM_JUMP_SLOT   00000000   mkdir
0063b334  00113216 R_ARM_JUMP_SLOT   00390b38   DoBDXACAVSelChange
0063b338  00113316 R_ARM_JUMP_SLOT   0029ac10   XOR
0063b33c  00113516 R_ARM_JUMP_SLOT   004a2bac   IOConvertISO14230
0063b340  00113616 R_ARM_JUMP_SLOT   002e45b8   sub_7A626258
0063b344  00113816 R_ARM_JUMP_SLOT   002cdb5c   seedkey_cthnc_adcu_ds_
0063b348  00113d16 R_ARM_JUMP_SLOT   004fbb74   ASN1_item_dup
0063b34c  00113f16 R_ARM_JUMP_SLOT   0039aab0   FilterAcailableAcs
0063b350  00114016 R_ARM_JUMP_SLOT   00000000   wcrtomb
0063b354  00114216 R_ARM_JUMP_SLOT   003d3f74   BYD_EcuFlash
0063b358  00114316 R_ARM_JUMP_SLOT   004cc158   bn_cmp_words
0063b35c  00114416 R_ARM_JUMP_SLOT   004d91d8   RSA_padding_add_PKCS1_
0063b360  00114516 R_ARM_JUMP_SLOT   0048b110   ezxml_proc_inst
0063b364  00114716 R_ARM_JUMP_SLOT   00000000   frexp
0063b368  00114816 R_ARM_JUMP_SLOT   00000000   close
0063b36c  00114d16 R_ARM_JUMP_SLOT   001cbf00   Injector_IQA_Conversio
0063b370  00114e16 R_ARM_JUMP_SLOT   000b0df8   __ROR4__
0063b374  00114f16 R_ARM_JUMP_SLOT   00457fa4   lua_rawequal
0063b378  00115016 R_ARM_JUMP_SLOT   004f9294   asn1_enc_free
0063b37c  00115116 R_ARM_JUMP_SLOT   004a8e9c   crc_char
0063b380  00115216 R_ARM_JUMP_SLOT   0038879c   BYD_MULI_SAVE_ExpPtr
0063b384  00115416 R_ARM_JUMP_SLOT   004cbeb8   BN_cmp
0063b388  00115a16 R_ARM_JUMP_SLOT   004f4e7c   ASN1_OBJECT_create
0063b38c  00115c16 R_ARM_JUMP_SLOT   00388818   BYD_MULI_PAY_ExpPtr
0063b390  00115d16 R_ARM_JUMP_SLOT   002cfa54   seedkey_008c_0x64
0063b394  00115e16 R_ARM_JUMP_SLOT   00163e84   Act_Spy_sub
